# Goxel 0.8.0
# One line per voxel
# X Y Z RRGGBB
-10 12 0 7b4830
-9 12 0 7b4830
-8 12 0 7b4830
-7 12 0 7b4830
-6 12 0 7b4830
-5 12 0 7b4830
-4 12 0 7b4830
-3 12 0 7b4830
-2 12 0 7b4830
-1 12 0 7b4830
-16 13 0 7b4830
-15 13 0 7b4830
-14 13 0 7b4830
-13 13 0 7b4830
-12 13 0 7b4830
-11 13 0 7b4830
-10 13 0 7b4830
-9 13 0 7b4830
-8 13 0 7b4830
-7 13 0 7b4830
-6 13 0 7b4830
-5 13 0 7b4830
-4 13 0 7b4830
-3 13 0 7b4830
-2 13 0 7b4830
-1 13 0 7b4830
-14 0 1 5e4426
-13 0 1 5e4426
-12 0 1 5e4426
-11 0 1 5e4426
-10 0 1 5e4426
-7 0 1 5e4426
-6 0 1 5e4426
-5 0 1 5e4426
-4 0 1 5e4426
-3 0 1 5e4426
-14 1 1 5e4426
-13 1 1 5e4426
-12 1 1 5e4426
-11 1 1 5e4426
-10 1 1 5e4426
-7 1 1 5e4426
-6 1 1 5e4426
-5 1 1 5e4426
-4 1 1 5e4426
-3 1 1 5e4426
-14 2 1 5e4426
-13 2 1 5e4426
-12 2 1 5e4426
-11 2 1 5e4426
-10 2 1 5e4426
-7 2 1 5e4426
-6 2 1 5e4426
-5 2 1 5e4426
-4 2 1 5e4426
-3 2 1 5e4426
-14 3 1 5e4426
-13 3 1 5e4426
-12 3 1 5e4426
-11 3 1 5e4426
-10 3 1 5e4426
-7 3 1 5e4426
-6 3 1 5e4426
-5 3 1 5e4426
-4 3 1 5e4426
-3 3 1 5e4426
-14 4 1 5e4426
-13 4 1 5e4426
-12 4 1 5e4426
-11 4 1 5e4426
-10 4 1 5e4426
-7 4 1 5e4426
-6 4 1 5e4426
-5 4 1 5e4426
-4 4 1 5e4426
-3 4 1 5e4426
-14 7 1 5e4426
-13 7 1 5e4426
-12 7 1 5e4426
-11 7 1 5e4426
-10 7 1 5e4426
-7 7 1 5e4426
-6 7 1 5e4426
-5 7 1 5e4426
-4 7 1 5e4426
-3 7 1 5e4426
-14 8 1 5e4426
-13 8 1 5e4426
-12 8 1 5e4426
-11 8 1 5e4426
-10 8 1 5e4426
-7 8 1 5e4426
-6 8 1 5e4426
-5 8 1 5e4426
-4 8 1 5e4426
-3 8 1 5e4426
-14 9 1 5e4426
-13 9 1 5e4426
-12 9 1 5e4426
-11 9 1 5e4426
-10 9 1 5e4426
-7 9 1 5e4426
-6 9 1 5e4426
-5 9 1 5e4426
-4 9 1 5e4426
-3 9 1 5e4426
-14 10 1 5e4426
-13 10 1 5e4426
-12 10 1 5e4426
-11 10 1 5e4426
-10 10 1 5e4426
-7 10 1 5e4426
-6 10 1 5e4426
-5 10 1 5e4426
-4 10 1 5e4426
-3 10 1 5e4426
-14 11 1 5e4426
-13 11 1 5e4426
-12 11 1 5e4426
-11 11 1 5e4426
-10 11 1 5e4426
-7 11 1 5e4426
-6 11 1 5e4426
-5 11 1 5e4426
-4 11 1 5e4426
-3 11 1 5e4426
